61.516, 33.018, -25.796, -0.779
61.604, 33.898, -24.628, -0.780
61.692, 34.737, -23.430, -0.781
61.780, 35.533, -22.204, -0.782
61.867, 36.286, -20.950, -0.783
61.955, 36.996, -19.671, -0.784
62.043, 37.659, -18.368, -0.786
62.131, 38.278, -17.042, -0.787
62.218, 38.849, -15.696, -0.788
62.306, 39.373, -14.331, -0.789
62.394, 39.849, -12.948, -0.790
62.482, 40.277, -11.549, -0.791
62.569, 40.655, -10.137, -0.792
62.657, 40.984, -8.711, -0.793
62.745, 41.263, -7.276, -0.794
62.833, 41.492, -5.831, -0.796
62.920, 41.670, -4.380, -0.797
63.008, 41.798, -2.923, -0.798
63.096, 41.874, -1.462, -0.799
63.184, 41.900, -0.000, -0.800
63.271, 41.874, 1.462, -0.801
63.359, 41.798, 2.923, -0.802
63.447, 41.670, 4.380, -0.803
63.535, 41.492, 5.831, -0.804
63.622, 41.263, 7.276, -0.806
63.710, 40.984, 8.711, -0.807
63.798, 40.655, 10.137, -0.808
63.886, 40.277, 11.549, -0.809
63.974, 39.849, 12.948, -0.810
64.061, 39.373, 14.331, -0.811
64.149, 38.849, 15.696, -0.812
64.237, 38.278, 17.042, -0.813
64.325, 37.659, 18.368, -0.814
64.412, 36.996, 19.671, -0.816
64.500, 36.286, 20.950, -0.817
